id,path,claim,place
https://openalex.org/W4282939378,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1017_s2045796022000269.pdf,No significant difference in the frequency of mental disorders was found between SH+ and ETAU at 12 months (RR=0.841; p=0.659),
https://openalex.org/W4282939378,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1017_s2045796022000269.pdf,"SH+ was associated with improvements at 12 months in psychological distress (p=0.004), depressive symptoms (p=0.011) and wellbeing (p=0.001)",Improvement in psychological distress (GHQ-12 score) at 12 months
https://openalex.org/W4282939378,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1017_s2045796022000269.pdf,"In the per protocol population (attending at least 3 sessions), SH+ showed no significant reduction in mental disorders compared to ETAU (RR=0.528; p=0.230)",
https://openalex.org/W3017984468,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.3390_ijerph17082871.pdf,ADHD patients more often reported suicidal ideation (46.0% vs. 5.9%; p < 0.001) compared to controls,
https://openalex.org/W3017984468,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.3390_ijerph17082871.pdf,"ADHD patients had significantly higher suicide rates than controls, with a standardized mortality ratio of 4.83 (95% CI: 1.14-20.46; p < 0.05)",
https://openalex.org/W3017984468,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.3390_ijerph17082871.pdf,"ADHD patients had higher scores for all negative affective temperaments compared to controls, with significant differences on all scales administered except for TEMPS-A Hyperthymia (p < 0.001)",TEMPS-A Depression scores were higher in ADHD patients (11.35 ± 3.81) compared to controls (6.22 ± 2.65)
https://openalex.org/W3117182283,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.4992_pacjpa.82.0_3pm-102.pdf,"Supervisor's support has a significant positive relationship with organizational support (β=.60, p<.01)",
https://openalex.org/W3117182283,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.4992_pacjpa.82.0_3pm-102.pdf,The relationship between supervisor's support and organizational support is stronger when supervisor's support is uniform across the organization,
https://openalex.org/W4387477367,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/0939-5911_a000832.pdf,"In a pilot study, STARK (Skills Training in Affect Regulation) showed positive effects and good feasibility for refugees with psychological stress (Koch et al., 2020)",
https://openalex.org/W4387477367,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/0939-5911_a000832.pdf,"Prevalence estimates for risky alcohol consumption among refugees range from 17 to 36% in camps/shelters and 4 to 7% after relocation to other settings (Horyniak et al., 2016)",
https://openalex.org/W4387477367,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/0939-5911_a000832.pdf,"Male gender represents a significant risk factor for risky substance use among refugees (Horyniak et al., 2016)",
https://openalex.org/W2309201146,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5178_lebs.2016.42.pdf,Males report being more altruistic and cooperative when viewing attractive female images compared to unattractive images (significant interaction between sex and attractiveness),
https://openalex.org/W2309201146,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5178_lebs.2016.42.pdf,There was a significant main effect of sex on altruism and cooperation,The main effect of sex on cooperation
https://openalex.org/W2309201146,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5178_lebs.2016.42.pdf,There was a significant main effect of attractiveness on altruism and cooperation,
https://openalex.org/W2766052557,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.3389_fpsyg.2017.01826.pdf,"The EMDR-IGTP treatment significantly reduced PTSD symptoms as measured by IES-R total scores between T1 and T3 (F(2,58) = 17.78, p < 0.001)",
https://openalex.org/W2766052557,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.3389_fpsyg.2017.01826.pdf,"The EMDR-IGTP treatment showed significant reductions in all three IES-R subscales (intrusion, avoidance, and hyperarousal) between T1 and T3 (p < 0.001)",
https://openalex.org/W2766052557,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.3389_fpsyg.2017.01826.pdf,The SUD (Subjective Units of Disturbance) scores showed significant reduction between first and final sessions (p < 0.05),
https://openalex.org/W4364355608,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1016_j.nicl.2023.103401.pdf,Patients with MDD showed reduced performance particularly at high n-back load and prolonged reaction times at all n-back loads compared to healthy controls (p<0.001),
https://openalex.org/W4364355608,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1016_j.nicl.2023.103401.pdf,Analysis of covariance within the MDD sample showed that physical fitness was associated with neural activity in right and left superior parietal lobules (p<0.05),Correlation between physical fitness and neural activity in left superior parietal lobule (Peak2 in Table 3)
https://openalex.org/W4364355608,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1016_j.nicl.2023.103401.pdf,Whole-brain analysis of group by WM load revealed reduced neural activity in six frontoparietal clusters at medium and high WM loads in MDD patients compared to healthy controls (p<0.05),
https://openalex.org/W2903626356,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.32598_ptj.7.3.133.pdf,"HW girls have higher physical self-efficacy, perceived physical ability and physical self-presentation confidence compared to OW girls (P≤0.01)",Physical self-efficacy scores comparison between HW and OW girls
https://openalex.org/W2903626356,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.32598_ptj.7.3.133.pdf,"HW girls have significantly higher VO2 max values compared to OW girls (t=11.72, df=118, P=0.001)",
https://openalex.org/W2903626356,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.32598_ptj.7.3.133.pdf,"There is a significant positive relationship between VO2 max and physical self-efficacy in both HW (r=0.77, P=0.001) and OW (r=0.61, P=0.01) groups, with a significantly stronger association in HW girls (Z=2.21, P=0.01)",
https://openalex.org/W4210775865,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1007_s12144-022-02796-7.pdf,"Adolescents described being alone as loneliness less often than expected compared to adults who described being alone as loneliness more often than expected (χ2(1, N=1066)=8.51, p=0.004)",
https://openalex.org/W4210775865,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1007_s12144-022-02796-7.pdf,"Adolescents described being alone as negative more often than expected compared to adults who described being alone as negative less often than expected (χ2(1, N=1066)=8.63, p=0.003)",
https://openalex.org/W4210775865,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1007_s12144-022-02796-7.pdf,"Being female (OR=1.49, p=0.015) and higher age (OR=1.10, p=0.049) were associated with describing being alone as loneliness in the adolescent sample, while lower age (OR=0.971, p<0.001) was associated with describing being alone as loneliness in the adult sample",
https://openalex.org/W2576096217,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.17060_ijodaep.2014.n1.v6.738.pdf,"There is a statistically significant positive relationship between emotional awareness and academic performance, with students who have better academic performance showing higher scores in differentiating emotions, attending to others' emotions, and analyzing their own emotions","The correlation between attending to others' emotions and academic performance (r=.180, p<.001)"
https://openalex.org/W2576096217,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.17060_ijodaep.2014.n1.v6.738.pdf,"Students who failed the previous academic year obtained significantly lower scores in emotional awareness factors and happiness, and higher scores in sadness and anger",Students who failed the previous year scored significantly lower on attending to others' emotions (M=2.45) compared to those who passed (M=2.60)
https://openalex.org/W2576096217,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.17060_ijodaep.2014.n1.v6.738.pdf,"Emotional variables (attending to others' emotions, analyzing own emotions, differentiating emotions, verbal communication, and happiness) significantly predict academic performance, explaining 6.5% of the variance","Attending to others' emotions predicting academic performance (β=.120, p=.000)"
https://openalex.org/W2173283340,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5455_jmood.20131213042312.pdf,"The mean daily duration of internet use, IAT scores, and BDI scores in the study group were significantly higher than those of the control group (p<0.001)",
https://openalex.org/W2173283340,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5455_jmood.20131213042312.pdf,"Problem-focused coping strategies (instrumental social support, active coping, planning) were significantly lower in the patient group compared to the control group (p<0.001)",
https://openalex.org/W2173283340,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5455_jmood.20131213042312.pdf,"Dysfunctional coping strategies (mental disengagement, denial, behavioral disengagement, alcohol-drug disengagement) were significantly higher in the internet addiction group compared to controls (p<0.05)",Mental disengagement scores were significantly higher in the patient group (mean=10.7±2.4) compared to the control group (mean=9.2±1.9)
https://openalex.org/W2015326783,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1186_1471-2407-8-177.pdf,"Cancer patients with pain showed significantly lower levels of role functioning (P < 0.001), emotional functioning (P = 0.014) and global quality of life (P < 0.0001) compared to patients without pain.",Cancer patients with pain showed significantly lower levels of role functioning compared to patients without pain
https://openalex.org/W2015326783,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1186_1471-2407-8-177.pdf,Patients in the pain group had significantly higher levels of depressive symptoms than patients in the pain-free group (P < 0.0001).,
https://openalex.org/W2015326783,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1186_1471-2407-8-177.pdf,"Pain consistency was significantly correlated with depression (r = 0.32, P = 0.001) and global quality of life (r = -0.31, P = 0.002)",The correlation between pain consistency and depression (r=0.32)
https://openalex.org/W2013023210,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1136_bmj.317.7153.284a.pdf,"In their meta-analysis of trials that compared colloids with crystalloids in critically ill patients, Schierhout and Roberts found increased mortality in patients treated with colloids","The meta-analysis finding of increased mortality with colloids vs crystalloids, with a 4% absolute increase in risk of death"
https://openalex.org/W2013023210,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1136_bmj.317.7153.284a.pdf,Their summary table lists four trials with a concealment of 3. We assume that these are the four trials in question. Three of these trials compared colloid with hypertonic saline and account for 59 deaths (78%) between colloids and crystalloid.,
https://openalex.org/W2013023210,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1136_bmj.317.7153.284a.pdf,In all cases of hypovolaemia the main priority is to restore the circulatory volume as quickly and efficiently as possible to prevent impairment of oxygen due to ischaemia and hypoxaemia.,
https://openalex.org/W4296035822,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1192_bjo.2022.575.pdf,All video intervention groups reported immediately decreased stigma (P < 0.0001; Cohen's d = 0.10) and increased openness to seeking treatment compared with the control condition.,
https://openalex.org/W4296035822,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1192_bjo.2022.575.pdf,"The initial increase in openness was largely maintained in the repeated-video group at day 14 (P < 0.0001; d = 0.18), particularly among viewers without history of psychiatric treatment.",
https://openalex.org/W4296035822,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1192_bjo.2022.575.pdf,Female participants viewing a female protagonist and Black participants viewing a Black protagonist demonstrated greater openness than other demographic pairings.,Female participants viewing female protagonists showed greater increases in ATSPPH scores than females watching male protagonists
https://openalex.org/W4392157904,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.33140_ijhpp.03.01.pdf,"The Breastfeeding Empowerment Programme (BEP) significantly improved post-test knowledge scores in the experimental group compared to the control group (t=4.98, p=0.00007)",
https://openalex.org/W4392157904,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.33140_ijhpp.03.01.pdf,"The BEP significantly improved self-confidence scores in the experimental group compared to the control group (t=4.068, p=0.00001)",
https://openalex.org/W4392157904,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.33140_ijhpp.03.01.pdf,"The BEP significantly improved practice scores in the experimental group compared to the control group (t=2.309, p=0.026)",
https://openalex.org/W3208508274,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1080_20008198.2021.1984049.pdf,"Preliminary data from an initial uncontrolled trial evaluating RESTORE in frontline healthcare workers is highly promising, with 100% of individuals who have completed the intervention experiencing a reliable improvement on at least 1 of the 3 measures.",
https://openalex.org/W3087314568,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1101_2020.09.18.304501.pdf,"Networks trained with stratified normalization significantly outperformed standard batch normalization, reaching a classification accuracy of 91.6% for two emotion categories (positive and negative) and 79.6% for three categories (positive, neutral, negative)",
https://openalex.org/W3087314568,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1101_2020.09.18.304501.pdf,"The statistical results revealed a significant effect of the labeling method (F(1, 168) = 97.7, p < 0.001, η²p = 0.368), indicating better performance in binary vs ternary classification",
https://openalex.org/W3087314568,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1101_2020.09.18.304501.pdf,"A strong effect of the normalization method was found (F(1, 168) = 33.8, p < 0.001, η²p = 0.17), confirming that stratified normalization is more efficient than batch normalization",
https://openalex.org/W2418250657,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1176_ajp.154.9.1326b.pdf,"Only 6% of Oregon psychiatrists would be very confident after a single consultation in determining mental competency for assisted suicide, while 54% would be very confident and 41% would be somewhat confident after a long-term relationship with the patient.",
https://openalex.org/W2418250657,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1176_ajp.154.9.1326b.pdf,Only 3% of respondents agreed that a request for assisted suicide from a terminally ill patient was prima facie evidence of a mental disorder.,
https://openalex.org/W2418250657,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1176_ajp.154.9.1326b.pdf,27% of the psychiatrists opposed to physician-assisted suicide would nevertheless consider this option for themselves,
https://openalex.org/W4389565192,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1017_gmh.2023.82.pr7.pdf,"The Palestinian context-specific trauma scale (PCSTS) showed a stable five-factor structure with good fit indices (GFI=.98, CFI=.96, NFI=.97, RFI=.95, RMSEA=.04, IFI=.96)",
https://openalex.org/W4389565192,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1017_gmh.2023.82.pr7.pdf,"Significant differences in traumatic symptoms were found between males and females (t=9.15, p<.01), with males showing higher levels of trauma",
https://openalex.org/W4389565192,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1017_gmh.2023.82.pr7.pdf,"Urban residents reported significantly higher trauma symptoms compared to rural residents (t=8.43, p<.01)",
https://openalex.org/W2782133606,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5709_acp-0230-7.pdf,"Narcissism was positively associated with trait emotional intelligence (β = .33, t = 4.08, p < .001)",
https://openalex.org/W2782133606,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5709_acp-0230-7.pdf,"Secondary psychopathy was negatively associated with trait emotional intelligence (β = -.33, t = -4.09, p < .001)",
https://openalex.org/W2782133606,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.5709_acp-0230-7.pdf,"Primary psychopathy showed an overall empathy deficit (β = -.45, t = -4.24, p < .001)",
https://openalex.org/W1894235553,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1038_mp.2015.108.pdf,The genotyped functional protein-altering variation yields a heritability estimate of 17.4% (s.e. 1.7%) based on a liability model.,
https://openalex.org/W1894235553,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1038_mp.2015.108.pdf,"The most strongly associated SNP was a missense variant located in PLXNB2 at 22q13 (rs28379706, c.A952G, p.K318E; P_CC < 1.31×10^-5, beta = -0.04±0.009, odds ratio = 0.76 (0.69-0.83))",
https://openalex.org/W1894235553,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1038_mp.2015.108.pdf,"For variants within the lowest frequency class (MAF < 0.01), there were significantly fewer rare alleles associated with high intelligence than would be expected (I/D_obs = 8.000, I/D_exp = 32.159, Z-score = -2.67, P_I/D = 0.008)",
https://openalex.org/W3158512258,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1192_bjo.2021.51.pdf,There were significant increases (16-40%) in adherence to the wait-time targets following the introduction of FREED,The number of patients waiting less than 2 weeks for assessment increased under optimal conditions
https://openalex.org/W3158512258,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1192_bjo.2021.51.pdf,"Patients with anorexia nervosa were significantly more likely to have discussions around dietetic involvement (χ²(2)=9.34, P<0.001)",
https://openalex.org/W3158512258,wsl.localhost/Ubuntu-22.04/mnt/storage/python/pcurves/data/pdfs/10.1192_bjo.2021.51.pdf,"Patients with anorexia nervosa were significantly more likely to receive the biological malleability rationale for early intervention during treatment (χ²(2)=11.19, P<0.01)",
